Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,2020-03-05,20:45,67264,66850,67400,167,402,6801,45655,10090,0,11099,-26,774,-7840,50,,,,,,0,21,146,-1,2589,4213,0,6972,3355,772,206,319,249
France,Données temps réel,2020-03-05,21:00,66529,65600,66500,169,318,6849,45468,10130,0,11176,-26,773,-8475,50,-2000,-1423,-3372,-2924,-38,2,21,146,-1,2589,4261,0,6981,3493,702,204,320,249
France,Données temps réel,2020-03-05,21:15,65871,64650,65730,169,307,7020,45959,10283,0,10984,-26,777,-9744,50,,,,,,2,21,146,-1,2603,4418,0,6954,3719,311,208,320,249
France,Données temps réel,2020-03-05,21:30,64631,63700,64960,169,307,6549,45672,10345,0,10300,-25,776,-9604,48,-2000,-1423,-3372,-2924,379,2,21,146,-1,2603,3947,0,6934,3364,2,206,321,249
France,Données temps réel,2020-03-05,21:45,64077,62950,64195,168,308,6145,45600,10503,0,10427,-297,776,-9700,46,,,,,,1,21,146,-1,2599,3547,0,6898,3493,36,207,320,249
France,Données temps réel,2020-03-05,22:00,64075,62200,63430,169,307,5788,45389,10606,0,10025,-284,774,-8833,45,-2000,350,-3365,-2451,-203,2,21,146,-1,2606,3183,0,6883,3117,25,205,320,249
France,Données temps réel,2020-03-05,22:15,63938,62500,63870,169,307,5786,45309,10495,0,9522,-738,773,-7829,46,,,,,,2,21,146,-2,2610,3178,0,6837,2685,0,204,320,249
France,Données temps réel,2020-03-05,22:30,64589,62800,64310,169,306,5520,45661,10689,0,9518,-746,773,-7444,44,-2000,350,-3365,-2451,942,2,21,146,-1,2604,2917,0,6856,2662,0,205,319,249
France,Données temps réel,2020-03-05,22:45,66250,64200,65245,168,307,5439,45831,10703,0,10152,-533,775,-6737,43,,,,,,1,21,146,-1,2612,2828,0,6941,3163,48,207,319,249
France,Données temps réel,2020-03-05,23:00,66124,65600,66180,168,307,5388,45769,10926,0,10088,-530,773,-6912,42,-2000,1192,-3354,-3050,860,1,21,146,0,2611,2777,0,6906,3110,72,204,320,249
France,Données temps réel,2020-03-05,23:15,66014,65450,66030,169,307,5191,45876,10896,0,9773,-510,774,-6600,41,,,,,,2,21,146,-1,2633,2559,0,6845,2878,50,205,320,249
France,Données temps réel,2020-03-05,23:30,65458,65300,65880,167,307,4744,45572,10952,0,9317,-509,775,-6006,39,-2000,1192,-3354,-3050,1435,0,21,146,0,2638,2106,0,6815,2502,0,206,320,249
France,Données temps réel,2020-03-05,23:45,65965,64400,65090,168,307,4423,46204,11224,0,9105,-511,776,-5868,37,,,,,,1,21,146,-2,2710,1715,0,6701,2404,0,207,320,249
France,Données temps réel,2020-03-06,00:00,65031,63500,65000,167,306,4275,45663,11157,0,9637,-498,775,-6600,37,-2000,1550,-3549,-3022,-559,0,21,146,-2,2711,1566,0,6665,2972,0,205,321,249
France,Données temps réel,2020-03-06,00:15,64651,62500,63950,169,347,3639,46610,11080,0,10321,-511,775,-7919,33,,,,,,2,21,146,-1,2700,940,0,6626,3682,13,205,321,249
France,Données temps réel,2020-03-06,00:30,63074,61500,62900,168,343,3318,46445,11017,0,10130,-1795,775,-7460,32,-2000,1550,-3549,-3022,-493,1,21,146,-1,2702,617,0,6611,3506,13,205,321,249
France,Données temps réel,2020-03-06,00:45,62023,60350,62050,167,346,3346,46441,11010,0,9085,-1843,773,-7444,32,,,,,,0,21,146,-2,2700,648,0,6498,2575,12,204,320,249
France,Données temps réel,2020-03-06,01:00,61194,59200,61200,168,319,3305,46103,10962,0,8913,-1841,774,-7647,32,-2000,1483,-3107,-3021,-990,1,21,146,-2,2689,618,0,6452,2449,12,206,319,249
France,Données temps réel,2020-03-06,01:15,61898,59750,61500,169,364,3376,46809,10904,0,9111,-1870,777,-7888,33,,,,,,2,21,146,0,2691,685,0,6428,2643,40,206,322,249
France,Données temps réel,2020-03-06,01:30,61341,60300,61800,168,355,3349,46655,10910,0,9051,-2350,775,-7713,33,-2000,1483,-3107,-3021,-826,1,21,146,-1,2693,657,0,6434,2583,34,204,322,249
France,Données temps réel,2020-03-06,01:45,61489,60200,61800,168,346,3346,46551,10740,0,8932,-2352,777,-7157,33,,,,,,1,21,146,-1,2686,661,0,6394,2505,33,206,322,249
France,Données temps réel,2020-03-06,02:00,60855,60100,61800,169,347,3351,46614,10595,0,8934,-2349,775,-7727,33,-2000,1600,-2482,-3022,-1772,2,21,146,-1,2692,660,0,6354,2547,33,206,320,249
France,Données temps réel,2020-03-06,02:15,61537,59450,61050,169,389,3404,46624,10491,0,9020,-1938,775,-7543,34,,,,,,2,21,146,0,2690,714,0,6312,2660,48,205,321,249
France,Données temps réel,2020-03-06,02:30,60250,58800,60300,167,364,3361,46055,10366,0,8818,-1946,778,-7853,34,-2000,1600,-2482,-3022,-1822,0,21,146,-2,2687,676,0,6273,2506,39,207,322,249
France,Données temps réel,2020-03-06,02:45,59574,57900,59450,169,355,3304,46214,10289,0,8591,-2613,775,-7649,33,,,,,,2,21,146,0,2694,610,0,6280,2271,40,205,321,249
France,Données temps réel,2020-03-06,03:00,58631,57000,58600,169,349,3337,46079,10074,0,8679,-2599,776,-8366,34,-2000,1600,-3203,-3020,-2441,2,21,146,-2,2693,646,0,6253,2392,34,206,321,249
France,Données temps réel,2020-03-06,03:15,58131,56400,58050,167,367,3420,46121,9766,0,8482,-2614,776,-8493,35,,,,,,0,21,146,-1,2699,722,0,6153,2287,42,206,321,249
France,Données temps réel,2020-03-06,03:30,57533,55800,57500,168,352,3411,45957,9582,0,8393,-2618,776,-8626,35,-2000,1600,-3203,-3020,-2497,1,21,146,-2,2715,698,0,6158,2200,35,205,322,249
France,Données temps réel,2020-03-06,03:45,56989,55500,57150,167,348,3464,45957,9322,0,8319,-2608,775,-8892,35,,,,,,0,21,146,-2,2717,749,0,6139,2147,33,203,323,249
France,Données temps réel,2020-03-06,04:00,57094,55200,56800,169,350,3502,46048,9342,0,8336,-2623,776,-8942,35,-2000,1600,-2511,-3022,-2771,2,21,146,-1,2717,786,0,6147,2156,33,206,321,249
France,Données temps réel,2020-03-06,04:15,57155,55000,56750,169,362,3693,45686,9220,0,8563,-2631,774,-8812,37,,,,,,2,21,146,-1,2720,974,0,6231,2295,37,205,320,249
France,Données temps réel,2020-03-06,04:30,56863,54800,56700,169,379,3708,45449,9069,0,8625,-2638,775,-8809,37,-2000,1600,-2511,-3022,-3006,2,21,146,0,2717,991,0,6205,2376,44,205,321,249
France,Données temps réel,2020-03-06,04:45,57043,55400,57200,168,392,3723,45406,8861,0,8690,-1828,775,-9279,37,,,,,,1,21,146,-1,2721,1003,0,6206,2435,49,205,321,249
France,Données temps réel,2020-03-06,05:00,57681,56000,57700,168,371,3675,44973,8673,0,8666,-1821,777,-7936,37,-2000,1600,-3436,-3022,563,1,21,146,0,2721,954,0,6175,2447,44,206,322,249
France,Données temps réel,2020-03-06,05:15,58945,56800,58600,169,339,3610,44974,8482,0,8703,-1585,777,-6661,36,,,,,,2,21,146,-2,2726,886,0,6211,2457,35,207,321,249
France,Données temps réel,2020-03-06,05:30,59340,57600,59500,169,354,3797,45307,8299,0,8804,-1261,775,-7039,37,-2000,1600,-3436,-3022,-92,2,21,146,-2,2730,1069,0,6208,2562,34,206,320,249
France,Données temps réel,2020-03-06,05:45,60443,58700,60550,169,348,4105,45347,8166,0,9073,-145,775,-7532,38,,,,,,2,21,146,0,2726,1379,0,6202,2755,116,205,321,249
France,Données temps réel,2020-03-06,06:00,61627,59800,61600,168,350,4258,45377,8001,0,9383,-139,772,-6676,39,-2000,1600,-3568,-2566,280,1,21,146,-1,2723,1536,0,6401,2861,121,201,322,249
France,Données temps réel,2020-03-06,06:15,63924,61400,63450,169,354,5170,45605,7832,0,10075,-49,776,-6150,44,,,,,,2,21,146,-1,2730,2441,0,6604,3351,120,206,321,249
France,Données temps réel,2020-03-06,06:30,65266,63000,65300,169,359,6505,45753,7705,0,10694,-48,776,-6788,50,-2000,1600,-3568,-2566,-246,2,21,146,-2,2729,3778,0,6705,3569,420,206,321,249
France,Données temps réel,2020-03-06,06:45,66692,64400,66650,169,374,7125,45902,7519,0,11683,-54,777,-6950,53,,,,,,2,21,146,-2,2729,4398,0,6782,4319,582,207,321,249
France,Données temps réel,2020-03-06,07:00,67995,65800,68000,169,379,7765,45725,7316,0,12078,-59,777,-6291,56,-2000,1550,-3372,-1818,153,2,21,146,-2,2722,5045,0,6873,4310,895,205,323,249
France,Données temps réel,2020-03-06,07:15,69276,66650,68950,168,346,8195,45652,7413,0,12725,-47,777,-6131,58,,,,,,1,21,146,0,2728,5467,0,7056,4385,1284,204,324,249
France,Données temps réel,2020-03-06,07:30,69808,67500,69900,169,357,8263,45783,7309,233,12743,-49,777,-5777,58,-2000,1550,-3372,-1818,153,2,21,146,0,2730,5533,0,7048,4382,1313,206,322,249
France,Données temps réel,2020-03-06,07:45,70563,68050,70450,169,377,8269,46085,7314,297,13025,-58,780,-5695,58,,,,,,2,21,146,-1,2728,5542,0,7077,4470,1478,206,325,249
France,Données temps réel,2020-03-06,08:00,70935,68600,71000,169,378,8319,45979,7188,401,13135,-60,782,-5356,58,-2000,1550,-3372,-2188,2022,2,21,146,-1,2728,5592,0,7132,4400,1603,206,327,249
France,Données temps réel,2020-03-06,08:15,71398,69250,71400,169,271,8169,45851,7112,588,12923,-42,782,-4425,56,,,,,,2,21,146,0,2728,5441,0,7148,4031,1744,207,326,249
France,Données temps réel,2020-03-06,08:30,71783,69900,71800,169,192,8198,45844,7018,854,13142,-48,783,-4369,55,-2000,1550,-3372,-2188,2072,2,21,146,0,2725,5473,0,7181,4139,1822,204,330,249
France,Données temps réel,2020-03-06,08:45,72241,70350,72200,169,3,8231,45944,6902,1088,13191,-51,790,-4026,53,,,,,,2,21,146,0,2725,5506,0,7161,4145,1885,207,334,249
France,Données temps réel,2020-03-06,09:00,72612,70800,72600,168,-1,8165,45855,6847,1339,13780,-47,792,-4286,52,-2000,1550,-3372,-2221,2107,2,21,145,0,2725,5440,0,7224,4233,2323,205,338,249
France,Données temps réel,2020-03-06,09:15,72470,71100,72650,166,-2,8059,45771,6773,1591,13757,-46,791,-4390,51,,,,,,0,21,145,0,2720,5339,0,7292,4184,2281,204,338,249
France,Données temps réel,2020-03-06,09:30,72394,71400,72700,167,0,8056,45796,6816,1914,14062,-47,794,-5164,51,-2000,1550,-3372,-2221,2107,0,21,146,0,2720,5336,0,7311,4446,2305,207,338,249
France,Données temps réel,2020-03-06,09:45,72528,71400,72400,169,-1,8063,45821,6796,2192,13873,-42,796,-5139,51,,,,,,2,21,146,0,2723,5340,0,7296,4393,2184,209,338,249
France,Données temps réel,2020-03-06,10:00,72139,71400,72100,168,-1,8056,45726,6762,2238,13766,-44,794,-5326,51,-2000,1550,-3372,-1541,431,1,21,146,0,2715,5341,0,7278,4311,2177,207,338,249
France,Données temps réel,2020-03-06,10:15,71942,71350,71900,167,-1,8084,45783,6675,2359,14016,-63,794,-5872,51,,,,,,0,21,146,-1,2706,5379,0,7297,4481,2238,207,338,249
France,Données temps réel,2020-03-06,10:30,71672,71300,71700,169,0,8074,45765,6623,2552,13292,-63,792,-5532,51,-2000,1550,-3372,-1541,420,2,21,146,-2,2713,5363,0,7306,4376,1610,204,339,249
France,Données temps réel,2020-03-06,10:45,71715,71200,71600,169,-1,8132,45801,6570,2748,13332,-63,790,-5763,51,,,,,,2,21,146,-1,2713,5420,0,7180,4473,1679,202,339,249
France,Données temps réel,2020-03-06,11:00,71531,71100,71500,169,-1,8070,45838,6578,2953,12967,-64,794,-5773,51,-2000,1550,-3372,-2983,647,2,21,146,-1,2712,5359,0,7176,4218,1573,206,339,249
France,Données temps réel,2020-03-06,11:15,71596,71100,71600,169,-1,8276,45889,6571,2983,13505,-51,794,-6539,52,,,,,,2,21,146,-1,2700,5577,0,7217,4457,1831,207,338,249
France,Données temps réel,2020-03-06,11:30,71689,71100,71700,169,-1,8268,45924,6507,3256,13246,-49,792,-6423,52,-2000,1550,-3372,-2983,601,2,21,146,-1,2702,5567,0,7218,4371,1657,207,336,249
France,Données temps réel,2020-03-06,11:45,71867,71300,71900,169,-1,8237,45905,6446,3663,13158,-49,790,-6451,51,,,,,,2,21,146,-1,2704,5534,0,7208,4299,1651,206,335,249
France,Données temps réel,2020-03-06,12:00,71506,71500,72100,167,0,8277,45885,6491,3558,12501,-50,789,-6112,52,-2000,1550,-3323,-2427,1189,0,21,146,-1,2699,5579,0,7196,4159,1146,207,333,249
France,Données temps réel,2020-03-06,12:15,71609,71100,71550,168,3,8158,45925,6496,3778,12318,-62,785,-5960,51,,,,,,1,21,146,-2,2697,5463,0,7126,4064,1128,205,331,249
France,Données temps réel,2020-03-06,12:30,71404,70700,71000,168,7,8023,46145,6442,3845,11829,-63,783,-5775,51,-2000,1550,-3323,-2427,1239,1,21,146,-1,2695,5329,0,7063,3832,934,206,328,249
France,Données temps réel,2020-03-06,12:45,71760,71200,71650,169,7,8142,46274,6320,3457,12202,-63,781,-5529,52,,,,,,2,21,146,-1,2701,5442,0,7082,3993,1127,207,325,249
France,Données temps réel,2020-03-06,13:00,70907,71700,72300,168,8,8150,46225,6323,3613,11739,-64,783,-6038,52,-2000,1550,-3372,-3061,933,1,21,146,0,2699,5451,0,7040,3969,730,207,327,249
France,Données temps réel,2020-03-06,13:15,70127,70500,70950,169,8,8189,46283,6416,3578,11467,-419,781,-6345,52,,,,,,2,21,146,-1,2692,5498,0,7056,3961,450,205,327,249
France,Données temps réel,2020-03-06,13:30,69640,69300,69600,169,8,8108,46320,6381,3652,11414,-422,780,-6770,52,-2000,1550,-3372,-3061,957,2,21,146,-1,2690,5419,0,7077,3969,368,205,326,249
France,Données temps réel,2020-03-06,13:45,69225,69000,69400,169,6,8073,46257,6413,3616,11317,-420,781,-6987,52,,,,,,2,21,146,-1,2691,5383,0,7072,3882,363,205,327,249
France,Données temps réel,2020-03-06,14:00,69179,68700,69200,168,7,8035,46214,6499,3725,11201,-420,781,-7031,52,-2000,1550,-3372,-3123,-1008,1,21,146,-2,2691,5346,0,7056,3798,347,205,327,249
France,Données temps réel,2020-03-06,14:15,68965,68450,69150,169,8,8136,46400,6495,3782,11582,-404,781,-7984,52,,,,,,2,21,146,-1,2687,5450,0,7004,4214,364,203,329,249
France,Données temps réel,2020-03-06,14:30,67469,68200,69100,169,8,8169,46339,6286,3627,11593,-555,782,-8949,52,-2000,1550,-3372,-3123,-1341,2,21,146,-1,2687,5483,0,6993,4250,350,204,329,249
France,Données temps réel,2020-03-06,14:45,66802,67200,67800,169,8,8132,46353,6275,3168,11424,-552,781,-8956,53,,,,,,2,21,146,-2,2687,5447,0,6944,4125,355,203,329,249
France,Données temps réel,2020-03-06,15:00,66477,66200,66500,169,7,8055,46335,6326,3417,11257,-550,779,-9318,52,-2000,1550,-3372,-3191,-2224,2,21,146,-2,2686,5371,0,6955,4001,301,203,327,249
France,Données temps réel,2020-03-06,15:15,65927,65850,66100,169,7,8106,46345,6150,2967,11151,-552,777,-9193,53,,,,,,2,21,146,-2,2685,5423,0,6923,3872,356,201,327,249
France,Données temps réel,2020-03-06,15:30,65678,65500,65700,169,6,8111,46340,6159,2848,11103,-199,782,-9641,53,-2000,1550,-3372,-3191,-2224,2,21,146,-1,2683,5429,0,6892,3881,330,202,331,249
France,Données temps réel,2020-03-06,15:45,65163,65200,65100,168,5,8086,46356,6077,2920,11139,-199,780,-10169,53,,,,,,1,21,146,-2,2684,5404,0,6874,3937,328,202,329,249
France,Données temps réel,2020-03-06,16:00,64535,64900,64500,168,6,7905,46018,6043,2475,10713,-436,779,-9136,53,-2000,1550,-3469,-3041,-2213,1,21,146,-1,2686,5220,0,6823,3662,228,200,330,249
France,Données temps réel,2020-03-06,16:15,64208,64450,63950,169,8,7894,46108,5874,2337,10809,-645,781,-9127,53,,,,,,2,21,146,-2,2687,5209,0,6882,3695,232,201,331,249
France,Données temps réel,2020-03-06,16:30,63793,64000,63400,169,9,7843,46150,5618,2164,10947,-653,784,-9238,53,-2000,1550,-3469,-3041,-2309,2,21,146,-1,2690,5154,0,6944,3756,247,203,332,249
France,Données temps réel,2020-03-06,16:45,63523,64000,63700,169,9,7897,46148,5620,1850,11361,-653,783,-9661,53,,,,,,2,21,146,-2,2694,5205,0,7027,4109,225,203,331,249
France,Données temps réel,2020-03-06,17:00,64010,64000,64000,169,9,7379,46112,5496,1559,11457,-676,780,-8275,51,-1877,1550,-3372,-3151,-92,2,21,146,-2,2687,4694,0,7021,4178,258,202,329,249
France,Données temps réel,2020-03-06,17:15,63714,64300,64050,169,9,7265,46165,5243,1252,11232,-997,780,-7404,51,,,,,,2,21,146,0,2701,4564,0,7042,4010,180,201,330,249
France,Données temps réel,2020-03-06,17:30,64147,64600,64100,169,9,7365,46213,5158,941,11453,-848,783,-7096,51,-1877,1550,-3372,-3151,-292,2,21,146,-2,2702,4665,0,7097,4154,202,203,331,249
France,Données temps réel,2020-03-06,17:45,64705,65550,64750,169,9,7493,46288,5043,717,12382,-1061,781,-7116,52,,,,,,2,21,146,-2,2695,4800,0,7232,4706,444,200,332,249
France,Données temps réel,2020-03-06,18:00,65502,66500,65400,169,9,7470,46252,4833,417,12603,-1067,781,-5965,52,-2000,1550,-3372,-1843,1984,2,21,146,-2,2695,4777,0,7242,4701,660,201,331,249
France,Données temps réel,2020-03-06,18:15,66249,67500,66450,169,9,7252,46013,4627,306,12070,-605,779,-4371,51,,,,,,2,21,146,-2,2701,4553,0,7171,4277,622,199,331,249
France,Données temps réel,2020-03-06,18:30,67473,68500,67500,169,9,7452,46294,4445,195,12656,-603,777,-3921,52,-2000,1550,-3372,-1843,2080,2,21,146,-1,2707,4746,0,7250,4621,785,199,329,249
France,Données temps réel,2020-03-06,18:45,69084,70400,69400,168,9,7903,46243,4327,161,13692,-620,780,-3579,53,,,,,,1,21,146,-1,2703,5201,0,7319,5102,1271,199,332,249
France,Données temps réel,2020-03-06,19:00,71323,72300,71300,169,9,8251,46384,4250,134,15816,-618,779,-3851,54,-2000,1550,-3222,-1515,1101,2,21,146,-1,2705,5547,0,7360,5478,2978,199,331,249
France,Données temps réel,2020-03-06,19:15,71937,72400,71700,169,9,8238,46336,4108,139,15743,-533,780,-3052,54,,,,,,2,21,146,-1,2715,5524,0,7340,5402,3001,198,333,249
France,Données temps réel,2020-03-06,19:30,71904,72500,72100,169,9,8169,46336,4144,134,15668,-531,776,-2970,53,-2000,1550,-3222,-1515,1542,2,21,146,-1,2706,5464,0,7343,5373,2952,195,332,249
France,Données temps réel,2020-03-06,19:45,70859,71500,71250,168,9,8032,46233,4202,0,15394,-555,772,-3528,53,,,,,,1,21,146,-2,2713,5321,0,7350,5217,2827,196,327,249
France,Données temps réel,2020-03-06,20:00,70431,70500,70400,168,9,8154,46250,4216,0,15608,-555,774,-4329,53,-2000,1208,-3372,-2920,1822,1,21,146,-1,2729,5426,0,7339,5388,2881,197,328,249
France,Données temps réel,2020-03-06,20:15,69588,69400,69350,168,9,8266,46245,4226,0,15542,-554,775,-5220,54,,,,,,1,21,146,-1,2844,5423,0,7340,5374,2828,198,328,249
France,Données temps réel,2020-03-06,20:30,68199,68300,68300,168,8,8101,45962,4246,0,14905,-552,775,-5551,54,-2000,1208,-3372,-2920,2243,1,21,146,-2,2842,5261,0,7327,5223,2355,197,329,249
France,Données temps réel,2020-03-06,20:45,67704,67300,67545,168,8,8026,45902,4285,0,13845,-550,775,-4887,54,,,,,,1,21,146,-1,2842,5185,0,7261,5065,1519,195,331,249
France,Données temps réel,2020-03-06,21:00,66827,66300,66790,169,8,8062,46003,4279,0,13799,-549,779,-5850,54,-2000,474,-3372,-3124,1720,2,21,146,-1,2843,5220,0,7374,5055,1370,199,331,249
France,Données temps réel,2020-03-06,21:15,66102,65400,66005,169,8,8285,46181,4228,0,13349,-565,781,-6465,56,,,,,,2,21,146,-1,2845,5441,0,7384,5339,626,203,329,249
France,Données temps réel,2020-03-06,21:30,65461,64500,65220,168,9,8018,45766,4245,0,12677,-41,783,-6294,55,-2000,474,-3372,-3124,2173,1,21,146,-1,2842,5177,0,7368,4894,415,205,329,249
France,Données temps réel,2020-03-06,21:45,64829,63900,64625,168,9,7947,45837,4253,0,11642,-40,784,-5896,55,,,,,,1,21,146,-1,2835,5113,0,7357,4054,231,206,329,249
France,Données temps réel,2020-03-06,22:00,64201,63300,64030,167,9,7692,45686,4114,0,11171,-36,783,-5508,54,-2000,1205,-3372,-3017,2447,0,21,146,-2,2722,4972,0,7319,3706,146,205,329,249
France,Données temps réel,2020-03-06,22:15,64576,63700,64640,169,9,7947,45947,3987,0,10966,-14,782,-5351,56,,,,,,2,21,146,-1,2721,5227,0,7095,3520,351,205,328,249
France,Données temps réel,2020-03-06,22:30,65055,64100,65250,168,8,7916,45953,3980,0,11155,-14,784,-5021,56,-2000,1205,-3372,-3017,3086,1,21,146,-1,2726,5191,0,7106,3704,345,205,330,249
France,Données temps réel,2020-03-06,22:45,67290,65550,66355,169,9,7999,45907,3932,0,12275,-49,786,-3868,55,,,,,,2,21,146,-2,2727,5274,0,7204,4255,816,207,330,249
France,Données temps réel,2020-03-06,23:00,66652,67000,67460,169,9,7995,45820,3902,0,12119,-48,785,-4230,55,-2000,1512,-3424,-2938,3203,2,21,146,-1,2728,5268,0,7113,4214,792,206,330,249
France,Données temps réel,2020-03-06,23:15,66508,66900,67355,169,9,8103,45969,3873,0,11249,-55,786,-3722,57,,,,,,2,21,146,-1,2731,5373,0,6872,3926,451,207,330,249
France,Données temps réel,2020-03-06,23:30,66359,66800,67250,169,9,8075,45992,3900,0,10683,-56,784,-3323,57,-2000,1512,-3424,-2938,3733,2,21,146,-1,2728,5348,0,6901,3320,462,205,330,249
France,Données temps réel,2020-03-06,23:45,66740,65900,66530,167,9,7914,45781,3901,0,10768,-49,785,-2667,56,,,,,,0,21,146,-1,2732,5183,0,6908,3462,398,207,329,249
France,Données temps réel,2020-03-07,00:00,65645,65000,65600,167,9,7796,45687,3857,0,11255,-42,784,-3996,55,-2000,1275,-3318,-2953,2034,0,21,146,-1,2733,5064,0,6958,3915,382,205,330,249
France,Données temps réel,2020-03-07,00:15,65255,64400,64800,168,8,7516,45914,3896,0,11670,-47,786,-4785,53,,,,,,1,21,146,-1,2689,4828,0,6940,4449,281,205,332,249
France,Données temps réel,2020-03-07,00:30,63956,63800,64000,167,8,6858,45729,3915,0,11437,-47,787,-5024,50,-2000,1275,-3318,-2953,2260,0,21,146,-1,2686,4173,0,6913,4262,262,208,330,249
France,Données temps réel,2020-03-07,00:45,62589,62900,62750,168,8,6359,45597,3864,0,10602,-192,784,-4724,48,,,,,,1,21,146,-2,2688,3673,0,6821,3638,143,205,330,249
France,Données temps réel,2020-03-07,01:00,61579,62000,61500,167,8,6230,45154,3825,0,10077,-191,784,-4607,48,-2000,405,-3318,-2522,3331,0,21,146,-1,2687,3544,0,6737,3190,150,205,330,249
France,Données temps réel,2020-03-07,01:15,61544,62100,61450,169,8,6016,45455,3801,0,9832,-190,783,-4462,47,,,,,,2,21,146,-1,2691,3326,0,6711,2879,242,204,330,249
